Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval
VRAY,STRONG_SELL,1,17,8,1.3,-61.28263679014927,-54.751131221719454,4.21385045,2.03914955,america,NASDAQ,Interval.INTERVAL_1_DAY
APLM,STRONG_SELL,1,16,9,5.93,-51.22537004563266,-53.75497153552211,25.12578126,0.90921874,america,NASDAQ,Interval.INTERVAL_1_DAY
YNDX,STRONG_SELL,2,17,7,18.94,-57.78728715342783,-52.883228021294585,62.26215543,25.64784457,america,NASDAQ,Interval.INTERVAL_1_DAY
KAL,STRONG_SELL,0,16,10,1.12,-65.21490665482317,-52.542372881355924,4.42067179,1.29915821,america,NASDAQ,Interval.INTERVAL_1_DAY
MMAT,STRONG_SELL,0,18,8,0.2285,-51.81899935209732,-42.595151362894114,0.57704422,0.29834578,america,NASDAQ,Interval.INTERVAL_1_DAY
UXIN,STRONG_SELL,1,16,9,1.205,-48.716202700804786,-40.154257987295814,2.98588834,1.50612166,america,NASDAQ,Interval.INTERVAL_1_DAY
MCOM,STRONG_SELL,1,16,9,1.55,-69.34537541653727,-38.11139948093432,7.98103891,0.41946109,america,NASDAQ,Interval.INTERVAL_1_DAY
AGLE,STRONG_SELL,1,17,8,0.15,-51.649295709136084,-37.70505419660285,0.37477524,0.17694476,america,NASDAQ,Interval.INTERVAL_1_DAY
EVER,STRONG_SELL,0,17,9,8.66,-33.98048382140183,-33.27169055324394,15.2707056,10.7082944,america,NASDAQ,Interval.INTERVAL_1_DAY
ARVL,STRONG_SELL,1,16,9,4.07,-48.73624987351425,-32.87705120804816,8.62423731,4.88126269,america,NASDAQ,Interval.INTERVAL_1_DAY
IMBI,STRONG_SELL,1,16,9,0.3225,-37.62571561194492,-27.33376895518353,0.56264456,0.35294544,america,NASDAQ,Interval.INTERVAL_1_DAY
NKLA,STRONG_SELL,0,17,9,0.82,-45.0441435262802,-26.610102745856167,1.7815475,0.8547725,america,NASDAQ,Interval.INTERVAL_1_DAY
AGIL,STRONG_SELL,1,17,8,2.115,-39.08117703334566,-26.49869678540398,3.97779518,2.28470482,america,NASDAQ,Interval.INTERVAL_1_DAY
VEDU,STRONG_SELL,1,16,9,0.7038,-28.07872712222938,-24.23541063373989,1.17281339,0.78082661,america,NASDAQ,Interval.INTERVAL_1_DAY
EDUC,STRONG_SELL,0,16,10,2.1,-30.230240207315845,-23.669671416109324,3.34092759,2.41977241,america,NASDAQ,Interval.INTERVAL_1_DAY
ONCS,STRONG_SELL,1,16,9,0.9899,-49.43891962019175,-23.559255283824584,2.96679393,0.58019607,america,NASDAQ,Interval.INTERVAL_1_DAY
GBRG,STRONG_SELL,0,18,8,8.0,-23.82911060965276,-23.52255128768904,11.67080882,9.33079118,america,NASDAQ,Interval.INTERVAL_1_DAY
LIXT,STRONG_SELL,0,17,9,0.6302,-19.123211424001667,-22.984797379869974,0.97782243,0.61416747,america,NASDAQ,Interval.INTERVAL_1_DAY
