Symbol,RECOMMENDATION,BUY,SELL,NEUTRAL,ClosePrice,percInc30,percInc10,bbHigh,bbLow,screener,exchange,interval
BHAT,STRONG_BUY,16,2,8,0.8259,36.476303787428094,18.578607322325908,0.79765931,0.50666069,america,NASDAQ,Interval.INTERVAL_1_DAY
ATHX,SELL,3,15,8,0.97,-28.457283167688473,-16.27104013810964,1.60611499,0.93038501,america,NASDAQ,Interval.INTERVAL_1_DAY
KFFB,SELL,5,11,10,6.43,-1.9156697989834015,0.9701298007920514,6.77909549,6.00862451,america,NASDAQ,Interval.INTERVAL_1_DAY
AVID,BUY,16,2,8,32.0,7.511227095910229,2.8079419135128063,32.59670442,27.53829558,america,NASDAQ,Interval.INTERVAL_1_DAY
BSMN,BUY,14,2,10,25.13,0.11214312889289602,0.08379478879251678,25.1676338,25.0504162,america,NASDAQ,Interval.INTERVAL_1_DAY
SPRO,BUY,11,7,8,1.51,2.837684682945934,3.7800687285223233,1.54618503,1.32981497,america,NASDAQ,Interval.INTERVAL_1_DAY
DUETU,BUY,11,1,10,10.38,2.6942228060011786,1.209048361934478,10.40298371,9.95801629,america,NASDAQ,Interval.INTERVAL_1_DAY
GCT,NEUTRAL,8,6,10,5.63,5.4965645812013975,-2.375585226287498,6.37596797,4.65103203,america,NASDAQ,Interval.INTERVAL_1_DAY
ACGL,STRONG_BUY,16,1,9,68.94,1.6269550782337348,1.8617021276595693,69.85572081,63.36227919,america,NASDAQ,Interval.INTERVAL_1_DAY
SAGAU,BUY,13,1,10,10.55,3.9377805470962386,1.5659446980651524,10.66254615,9.74536385,america,NASDAQ,Interval.INTERVAL_1_DAY
IPDN,STRONG_BUY,17,1,8,5.4,64.90093745663813,31.41627809631356,5.36853074,1.16854926,america,NASDAQ,Interval.INTERVAL_1_DAY
NWS,NEUTRAL,8,10,8,17.44,3.7930487018344365,1.8751095274256642,17.80752096,15.42147904,america,NASDAQ,Interval.INTERVAL_1_DAY
CYAD,SELL,2,14,10,0.856,-9.78774795999378,-4.256438838375587,0.99588137,0.80094363,america,NASDAQ,Interval.INTERVAL_1_DAY
PBBK,SELL,7,12,7,13.25,-3.832149699552801,-1.5091035321437118,14.39644937,12.88558063,america,NASDAQ,Interval.INTERVAL_1_DAY
SSP,SELL,3,13,10,8.8,-12.539340761126596,-2.5146781876592286,10.1142739,8.3177261,america,NASDAQ,Interval.INTERVAL_1_DAY
MURF,BUY,13,3,8,10.45,0.853507016107784,0.451792752090725,10.46323409,10.28545591,america,NASDAQ,Interval.INTERVAL_1_DAY
TSHA,SELL,2,14,10,0.67,-20.581297488235364,-4.798442673032383,0.93039296,0.57707704,america,NASDAQ,Interval.INTERVAL_1_DAY
STRC,SELL,3,14,9,0.4583,-8.050666710912566,-0.5360592052434043,0.51825746,0.39681254,america,NASDAQ,Interval.INTERVAL_1_DAY
SSNC,BUY,13,3,10,56.29,0.03909859955923878,1.6688942672398213,56.67378478,53.26821522,america,NASDAQ,Interval.INTERVAL_1_DAY
MNPR,SELL,1,15,10,1.26,-49.14009072592441,-25.83872866391995,3.55219329,0.86023671,america,NASDAQ,Interval.INTERVAL_1_DAY
PT,STRONG_BUY,17,0,9,1.24,54.208396256680714,10.716262790406986,1.37996081,0.45996919,america,NASDAQ,Interval.INTERVAL_1_DAY
RFACU,BUY,9,6,9,10.35,0.2506751180730191,-0.7609287626469978,10.82721943,9.88114057,america,NASDAQ,Interval.INTERVAL_1_DAY
SEV,SELL,1,15,10,0.3168,-37.73299392835761,-9.148264984227126,0.61395886,0.23121114,america,NASDAQ,Interval.INTERVAL_1_DAY
EGHT,SELL,3,14,9,3.9,-15.790988855470715,-2.059266700150687,5.05112499,3.41887501,america,NASDAQ,Interval.INTERVAL_1_DAY
WTBA,SELL,4,14,8,17.52,-8.475107511880324,-3.3165940069532525,19.36496632,17.43503368,america,NASDAQ,Interval.INTERVAL_1_DAY
ETSY,STRONG_SELL,1,16,9,104.06,-5.991541108570118,-2.910084997994005,112.60404488,101.48595512,america,NASDAQ,Interval.INTERVAL_1_DAY
VOD,BUY,11,5,10,11.33,-0.5587900001290791,2.738483859267319,11.70014816,10.65385184,america,NASDAQ,Interval.INTERVAL_1_DAY
BLCN,NEUTRAL,8,9,9,21.07,1.6894345787513885,0.14253795506751032,21.78423932,19.53992068,america,NASDAQ,Interval.INTERVAL_1_DAY
BLDP,STRONG_SELL,0,16,10,4.94,-8.178438661710032,-6.172839506172821,5.58386943,4.88513057,america,NASDAQ,Interval.INTERVAL_1_DAY
RGF,SELL,5,14,7,3.98,-11.094564474240826,-8.44260409477802,5.38602338,3.84597662,america,NASDAQ,Interval.INTERVAL_1_DAY
IPSC,SELL,3,14,9,3.31,-15.954295316084881,-3.4703995333916566,4.1125503,3.1184497,america,NASDAQ,Interval.INTERVAL_1_DAY
QSI,SELL,3,15,8,1.58,-8.898712106282346,-3.6585365853658516,1.81465236,1.52734764,america,NASDAQ,Interval.INTERVAL_1_DAY
